doc_id,type,mode,text,start,end,context,category
https://doi.org/10.1080/10412905.2000.9699487,LOCATION,FN,Aranjuez,796,804,nts. The oil from the stems gathered in Aranjuez (September) was characterized by a high,
https://doi.org/10.1080/10412905.2000.9699487,LOCATION,FN,Aranjuez,590,598,"z. The oil from the leaves collected in Aranjuez (April, June) was found to contain meth",
https://doi.org/10.1080/10412905.2019.1622603,CHEMICAL,FP,drimenin,352,360,"%), germacrene D (6.14–19.18%), unknown drimenin isomer (9.39–32.39%) and drimenin (0.46",
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Tunisia,222,229,"ted from different bioclimatic zones of Tunisia, were analyzed by GC-MS and GC-FID. The",
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Sousse,827,833,tial oils of the species collected from Sousse and Zaghouan (22.26 and 21.35 mg TE/gEO,
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Zaghouan,838,846,f the species collected from Sousse and Zaghouan (22.26 and 21.35 mg TE/gEO). Essential ,
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Sousse,896,902,d 21.35 mg TE/gEO). Essential oils from Sousse possessed the uppermost inhibition of β,
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Sousse,1013,1019,HT equivalent/gEO). Essential oils from Sousse and Makthar exhibited the highest reduc,
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Makthar,1024,1031,nt/gEO). Essential oils from Sousse and Makthar exhibited the highest reducing capacity,
https://doi.org/10.1080/10412905.2019.1622603,BIOACTIVITY,FN,reducing capacity,1054,1071,ousse and Makthar exhibited the highest reducing capacity (162.05 and 171.80 µmol Fe2+/gEO). Esse,
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Siliana,1127,1134,.80 µmol Fe2+/gEO). Essential oils from Siliana possessed the highest chelating ability,
https://doi.org/10.1080/10412905.2019.1622603,BIOACTIVITY,FN,chelating ability,1157,1174,oils from Siliana possessed the highest chelating ability (17.55 mg EDTA equivalent/gEO). Those f,
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Siliana,1218,1225,.55 mg EDTA equivalent/gEO). Those from Siliana and Sousse exhibited the highest antiac,
https://doi.org/10.1080/10412905.2019.1622603,LOCATION,FN,Sousse,1230,1236,equivalent/gEO). Those from Siliana and Sousse exhibited the highest antiacetylcholine,
https://doi.org/10.1080/10412905.2013.775673,ANALYTICAL TECHNIQUE,FP,GC,191,193,am were analyzed by gas chromatography (GC) and GC–mass spectrometry (GC–MS). The ,
https://doi.org/10.1080/10412905.2013.775673,CHEMICAL,FP,ester,738,743,"and benzyl benzoate (6.5%), an aromatic ester were also present. The leaf oil of Cinn",
https://doi.org/10.1080/10412905.2013.775673,LOCATION,FN,Vietnam,146,153,sitions of four Cinnamomum species from Vietnam were analyzed by gas chromatography (GC,
https://doi.org/10.1080/10412905.2013.775673,LOCATION,FN,Vietnam,1250,1257,jority of species already reported from Vietnam.,
https://doi.org/10.1021/jf0603329,LOCATION,FN,Sardinia,273,281, ssp. stoechas growing wild in southern Sardinia (Italy) were extracted by hydrodistilla,
https://doi.org/10.1021/jf0603329,LOCATION,FN,Italy,283,288,chas growing wild in southern Sardinia (Italy) were extracted by hydrodistillation an,
https://doi.org/10.1080/10412905.2015.1076742,LOCATION,FN,Peninsular India,55,71,omposition of four Ocimum spp. from the Peninsular India. Compositional characteristics of the e,
https://doi.org/10.1080/10412905.2015.1076742,LOCATION,FN,peninsular India,323,339, and hierarchical cluster analyses from peninsular India. The essential oil content varied from ,
https://doi.org/10.1080/10412905.2008.9700060,LOCATION,FN,Argentinean,126,137,ls Distilled from Exotic and Indigenous Argentinean Plants. Antimicrobial properties and ch,
https://doi.org/10.1080/10412905.2008.9700060,LOCATION,FN,Argentinean,227,238,position of eight exotic and indigenous Argentinean essential oils to control American Foul,
https://doi.org/10.1080/10412905.2008.9700060,DISEASE,FN,American Foulbrood (AFB),265,289,s Argentinean essential oils to control American Foulbrood (AFB) were determined. The oils tested were e,
https://doi.org/10.1080/10412905.2018.1539415,LOCATION,FN,Tunisian,389,397,"acted from thyme aerial parts from four Tunisian regions (Kef, Bizerte, Boukornine and G",
https://doi.org/10.1080/10412905.2018.1539415,LOCATION,FN,Kef,407,410,"erial parts from four Tunisian regions (Kef, Bizerte, Boukornine and Grombalia) sho",
https://doi.org/10.1080/10412905.2018.1539415,LOCATION,FN,Bizerte,412,419," parts from four Tunisian regions (Kef, Bizerte, Boukornine and Grombalia) showed the p",
https://doi.org/10.1080/10412905.2018.1539415,LOCATION,FN,Boukornine,421,431,"om four Tunisian regions (Kef, Bizerte, Boukornine and Grombalia) showed the predominance ",
https://doi.org/10.1080/10412905.2018.1539415,LOCATION,FN,Grombalia,436,445,"n regions (Kef, Bizerte, Boukornine and Grombalia) showed the predominance of carvacrol (",
https://doi.org/10.1080/10412905.2018.1539415,LOCATION,FN,Boukornine,503,513,"minance of carvacrol (75.79 ± 2.07%) in Boukornine region, thyme essential oils being carv",
https://doi.org/10.1080/10412905.2018.1539415,DISEASE,FN,mycotic infections,1067,1085,yme essential oil could be used to cure mycotic infections and may have role as pharmaceutical and,
https://doi.org/10.1080/10412905.2005.9698977,LOCATION,FN,Southeastern Brazil,70,89,Two Eugenia brasiliensis Specimens from Southeastern Brazil. The essential oils from leaves of two ,
https://doi.org/10.1080/10412905.2005.9698977,LOCATION,FN,south-eastern Brazilian cerrado,197,228,ensis collected at two locations in the south-eastern Brazilian cerrado were analyzed by GC and GC/MS. The main,
https://doi.org/10.1080/10412905.2005.9698977,LOCATION,FN,Jaboticabal,394,405,aryophyllene. The specimen collected at Jaboticabal contained β-selinene (17.3%) as the maj,
https://doi.org/10.1080/10412905.2005.9698977,LOCATION,FN,Martinho Prado,483,497,"ajor component, while the specimen from Martinho Prado contained α-selinene (14.8%) as the maj",
https://doi.org/10.1080/10412905.2005.9698977,LOCATION,FN,Martinho Prado,582,596,"mpound. Additionally, the specimen from Martinho Prado produced relatively high amounts of α- ",
https://doi.org/10.1080/10412905.2014.882279,BIOACTIVITY,FN,Anti-dermatophyte,0,17,"Anti-dermatophyte, anti-Fusarium and cytotoxic activity o",
https://doi.org/10.1080/10412905.2014.882279,BIOACTIVITY,FN,anti-Fusarium,19,32,"Anti-dermatophyte, anti-Fusarium and cytotoxic activity of essential oil",
https://doi.org/10.1080/10412905.2014.882279,LOCATION,FN,Colombia,389,397,"acts of plants of the genus Piper, from Colombia, were evaluated. The Piper hispidum Sw ",
https://doi.org/10.1080/10412905.2014.882279,SPECIES,FN,Piper cf. divaricatum,702,723,", Piper coruscans, Piper marginatum and Piper cf. divaricatum, and the extract from Piper sanctifelic",
https://doi.org/10.1080/10412905.2014.882279,SPECIES,FN,Piper sanctifelicis,746,765,"r cf. divaricatum, and the extract from Piper sanctifelicis, were not cytotoxic, unlike Piper brede",
https://doi.org/10.1590/s0102-695x2012005000098,LOCATION,FN,Simões,187,193,"of Lantana camara L., Verbenaceae, from Simões, Piauí, Northeast of Brazil, were obtai",
https://doi.org/10.1590/s0102-695x2012005000098,LOCATION,FN,Piauí,195,200,"na camara L., Verbenaceae, from Simões, Piauí, Northeast of Brazil, were obtained by ",
https://doi.org/10.1590/s0102-695x2012005000098,LOCATION,FN,Northeast of Brazil,202,221,"ra L., Verbenaceae, from Simões, Piauí, Northeast of Brazil, were obtained by hydrodistillation and",
https://doi.org/10.1590/s0102-695x2012005000098,DISEASE,FN,yeast infection,1256,1271, that EO may also be effective treating yeast infection in patients infected with fluconazole a,
https://doi.org/10.1080/10412905.2023.2252416,LOCATION,FN,Tasmania,54,62,microbial activity of essential oils of Tasmania. Thirteen commercial Tasmanian essentia,
https://doi.org/10.1080/10412905.2023.2252416,LOCATION,FN,Tasmanian,84,93,l oils of Tasmania. Thirteen commercial Tasmanian essential oils were evaluated for their,
https://doi.org/10.1080/10412905.2023.2252416,CHEMICAL,FN,β-eudesmols,2197,2208,"e α-pinene (34.83%), followed by α- and β-eudesmols (10.21% total), and limonene (9.56%).",
https://doi.org/10.1080/10412905.2009.9700159,LOCATION,FN,South Brazil,117,129,"), an Aromatic and Medicinal Plant From South Brazil. Volatile oils from aerial parts of 10 ",
https://doi.org/10.1080/10412905.2009.9700159,LOCATION,FN,Brazilian,169,178,. Volatile oils from aerial parts of 10 Brazilian accessions of Cunila spicata were chara,
https://doi.org/10.1080/10412905.2009.9700159,LOCATION,FN,Rio Grande do Sul State,621,644," accessions from the Southeast range of Rio Grande do Sul State belonged to the linalool/1,8-cineole ch",
https://doi.org/10.1080/10412905.2016.1189856,CHEMICAL,FP,guaiene,755,762,"ecorded as a major compound followed by guaiene epoxide (3.6–11.5%), seychellene (4.2–5",
https://doi.org/10.1080/10412905.2016.1189856,CHEMICAL,FN,guaiene epoxide,755,770,"ecorded as a major compound followed by guaiene epoxide (3.6–11.5%), seychellene (4.2–5.6%), α-",
https://doi.org/10.1080/10412905.2013.809318,LOCATION,FN,Tunisian,170,178,growth and essential oil composition of Tunisian safflower (Carthamus tinctorius) shoots,
https://doi.org/10.1080/10412905.2013.809318,LOCATION,FN,Tazarka,611,618,70% and 27% respectively in plants from Tazarka and Kairouan provenances compared with ,
https://doi.org/10.1080/10412905.2013.809318,LOCATION,FN,Kairouan,623,631,respectively in plants from Tazarka and Kairouan provenances compared with the control. ,
https://doi.org/10.1080/10412905.2013.809318,LOCATION,FN,Tazarka,693,700,"with the control. The major compound in Tazarka essential oil was found to be 1,8-cineo",
https://doi.org/10.1080/10412905.2013.809318,LOCATION,FN,Kairouan,844,852,"1%) and camphene (9.0%). In plants from Kairouan provenance, the major compounds were 1-",
https://doi.org/10.1080/10412905.2013.809318,LOCATION,FN,Tazarka,1165,1172,ct being more pronounced in plants from Tazarka.,
https://doi.org/10.1080/10412905.2016.1150216,LOCATION,FN,Bosnia,83,89,ctivity of four Asteraceae species from Bosnia. Hydrodistilled volatile oils from Achi,
https://doi.org/10.1080/10412905.2016.1150216,CHEMICAL,FN,Fe ions,1133,1140,m oil showed the best ability to reduce Fe ions.,
https://doi.org/10.1080/10412905.2002.9699902,LOCATION,FN,Brazilian,29,38,Essential Oil Composition of Brazilian Pourouma Species. The chemical composit,
https://doi.org/10.1080/10412905.2002.9699902,CHEMICAL,FN,2-methoxybornylene,579,597,",7,7-trimethylbicyclo[2.2.1]hept-2-ene (2-methoxybornylene), was tentatively identified by mass sp",
https://doi.org/10.1080/10412905.2005.9698980,LOCATION,FN,Croatia,72,79, juliana (L.) Bentham ex Reichenb. from Croatia. Oils produced from pre-flowering and f,
https://doi.org/10.1080/10412905.2005.9698980,LOCATION,FN,Greek,855,860,in the oil composition of M. juliana of Greek origin.,
https://doi.org/10.3109/13880209.2010.504966,DISEASE,FN,colic pain,272,282,nian folkloric medicine for controlling colic pain and dysmenorrhea. This study was aimed ,
https://doi.org/10.3109/13880209.2010.504966,DISEASE,FN,dysmenorrhea,287,299,medicine for controlling colic pain and dysmenorrhea. This study was aimed to evaluate the a,
https://doi.org/10.3109/13880209.2010.504966,LOCATION,FN,Iranian,229,236,. Fedtsh. (Apiaceae) are widely used in Iranian folkloric medicine for controlling coli,
https://doi.org/10.1080/10412905.2009.9700104,LOCATION,FN,Garhwal region,221,235,ala plants collected from the temperate Garhwal region of Western Himalayas were domesticated ,
https://doi.org/10.1080/10412905.2009.9700104,LOCATION,FN,North Indian plains,308,327,icated in the subtropical conditions of North Indian plains. Considerable changes were observed in ,
https://doi.org/10.1080/10412905.2009.9700104,LOCATION,FN,Lucknow,694,701,"estication at subtropical conditions of Lucknow, although the major constituent of the ",
https://doi.org/10.1080/10412905.2009.9700104,LOCATION,FN,Western Himalayas,239,256,ed from the temperate Garhwal region of Western Himalayas were domesticated in the subtropical co,
https://doi.org/10.1080/10412905.2024.2332379,CHEMICAL,FP,menthol,847,854,"landrene [Cinnamomum dubium (24.7%)] or menthol, 1’-(butyn-3-one-1-yl) [Cinnamomum sinh",
https://doi.org/10.1080/10412905.2024.2332379,LOCATION,FN,Sri Lanka,175,184,ume) and three wild Cinnamon species of Sri Lanka. The present study reports for the firs,
https://doi.org/10.1080/10412905.2024.2332379,LOCATION,FN,Sri Lanka,475,484,from Sinharaja and Kanneliya Forests in Sri Lanka together with cultivated cinnamon (Cinn,
https://doi.org/10.1080/10412905.2024.2332379,LOCATION,FN,Sinharaja,440,449, wild Cinnamomum species collected from Sinharaja and Kanneliya Forests in Sri Lanka toge,
https://doi.org/10.1080/10412905.2024.2332379,LOCATION,FN,Kanneliya,454,463,um species collected from Sinharaja and Kanneliya Forests in Sri Lanka together with cult,
https://doi.org/10.1080/10412905.2024.2332379,CHEMICAL,FN,"menthol, 1’-(butyn-3-one-1-yl)",847,877,"landrene [Cinnamomum dubium (24.7%)] or menthol, 1’-(butyn-3-one-1-yl) [Cinnamomum sinharajaense (17.7%)]. The",
https://doi.org/10.1080/10412905.2019.1567400,LOCATION,FN,Algeria,94,101,ial oils from two Labiatae species from Algeria. The aim of the present study was the e,
https://doi.org/10.1080/10412905.2019.1567400,LOCATION,FN,Algeria,349,356,"q. on some of the most harmful weeds in Algeria (Sinapis arvensis L., Avena fatua L., S",
https://doi.org/10.1080/10412905.2008.9700087,SPECIES,FP,E. grandis,93,103,of Eucalyptus urophylla S. T. Blake and E. grandis W. Hill ex Maiden from Brazilian Cerrad,
https://doi.org/10.1080/10412905.2008.9700087,LOCATION,FN,Brazilian Cerrado,127,144,e and E. grandis W. Hill ex Maiden from Brazilian Cerrado. Essential oils from leaves of Eucalypt,
https://doi.org/10.1080/10412905.2008.9700087,LOCATION,FN,Brazilian Cerrado,240,257,". urophylla collected in two seasons of Brazilian Cerrado were investigated by GC and GC/MS. 1,8-",
https://doi.org/10.1080/10412905.2003.9712248,LOCATION,FN,Southern Spain,66,80,easonal Variations of Rosemary Oil from Southern Spain. The composition of 12 essential oil sa,
https://doi.org/10.1080/10412905.2003.9712248,LOCATION,FN,southern Spain,250,264,"vested in four different locations from southern Spain and during three phenological stages, h",
https://doi.org/10.1080/10412905.2001.9712226,LOCATION,FN,France,96,102,erlotiorum Lamotte Growing in Auvergne (France). The essential oil of Artemisia verlot,
https://doi.org/10.1080/10412905.2001.9712226,LOCATION,FN,Auvergne,86,94,rtemisia verlotiorum Lamotte Growing in Auvergne (France). The essential oil of Artemisi,
https://doi.org/10.1080/10412905.2001.9712226,LOCATION,FN,Auvergne,167,175,rtemisia verlotiorum Lamotte growing in Auvergne (France) was investigated by GC and GC/,
https://doi.org/10.1080/10412905.2001.9712226,LOCATION,FN,France,177,183,erlotiorum Lamotte growing in Auvergne (France) was investigated by GC and GC/MS. Elev,
https://doi.org/10.1080/10412905.2018.1512907,CHEMICAL,FP,paracetamol,762,773,atoprotection of EOs was tested against paracetamol-induced hepatotoxicity in Wistar albino,
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Ethiopia,251,259,"Thymus schimperi from six localities in Ethiopia, namely Ofla, Alamata, Yilmana Densa, T",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Ofla,268,272,"from six localities in Ethiopia, namely Ofla, Alamata, Yilmana Densa, Tarmaber, Buta",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Alamata,274,281,"ix localities in Ethiopia, namely Ofla, Alamata, Yilmana Densa, Tarmaber, Butajira and ",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Yilmana Densa,283,296,"ties in Ethiopia, namely Ofla, Alamata, Yilmana Densa, Tarmaber, Butajira and Bale was determ",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Tarmaber,298,306,"a, namely Ofla, Alamata, Yilmana Densa, Tarmaber, Butajira and Bale was determined. The ",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Butajira,308,316,"Ofla, Alamata, Yilmana Densa, Tarmaber, Butajira and Bale was determined. The in vivo he",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Bale,321,325,", Yilmana Densa, Tarmaber, Butajira and Bale was determined. The in vivo hepatoprote",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Ofla,618,622,"e of two chemotypes with either thymol (Ofla, Alamata, Tarmaber and Bale) or carvacr",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Alamata,624,631,"wo chemotypes with either thymol (Ofla, Alamata, Tarmaber and Bale) or carvacrol (Yilma",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Tarmaber,633,641,"ypes with either thymol (Ofla, Alamata, Tarmaber and Bale) or carvacrol (Yilmana Densa a",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Bale,646,650,"her thymol (Ofla, Alamata, Tarmaber and Bale) or carvacrol (Yilmana Densa and Butaji",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Yilmana Densa,666,679,"amata, Tarmaber and Bale) or carvacrol (Yilmana Densa and Butajira) being the main compound. ",
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Butajira,684,692,d Bale) or carvacrol (Yilmana Densa and Butajira) being the main compound. Hepatoprotect,
https://doi.org/10.1080/10412905.2018.1512907,LOCATION,FN,Alamata,1032,1039,fective one was the thymol type EO from Alamata.,
https://doi.org/10.3109/13880209.2010.545826,LOCATION,FN,Turkish,1360,1367,"r the first time, the EO composition of Turkish wild Hypericum perforatum was monitored",
https://doi.org/10.1080/10412905.2002.9699825,CHEMICAL,FP,butyl,1236,1241, thymol were also found to inhibit tert-butyl-hydroperoxide-stimulated peroxidation a,
https://doi.org/10.1080/10412905.2002.9699825,CHEMICAL,FP,xanthine,1338,1346,by superoxide radicals generated by the xanthine-xanthine oxidase system. Of these compo,
https://doi.org/10.1080/10412905.2002.9699825,CHEMICAL,FP,xanthine,1347,1355,xide radicals generated by the xanthine-xanthine oxidase system. Of these compounds test,
https://doi.org/10.1080/10412905.2014.964426,LOCATION,FN,Morocco,141,148, of plants from the Souss-Massa Region (Morocco). The antimicrobial properties of nine ,
https://doi.org/10.1080/10412905.2014.964426,LOCATION,FN,Morocco,227,234," essential oils (EOs) from Souss-Massa, Morocco, were assessed and compared. The studie",
https://doi.org/10.1080/10412905.2014.964426,SPECIES,FN,Thymus satureioides,424,443,"s, Thymus leptobotrys, Thymus pallidus, Thymus satureioides and Citrus limon. EOs were extracted by",
https://doi.org/10.1080/10412905.2014.964426,SPECIES,FN,T. satureioides,990,1005,". Thymus leptobotrys, P. graveolens and T. satureioides showed interesting antimicrobial proper",
https://doi.org/10.1080/10412905.2014.964426,LOCATION,FN,Souss-Massa Region,121,139,y steam distillation of plants from the Souss-Massa Region (Morocco). The antimicrobial properties,
https://doi.org/10.1080/10412905.2014.964426,LOCATION,FN,Souss-Massa,214,225,"rties of nine essential oils (EOs) from Souss-Massa, Morocco, were assessed and compared. T",
https://doi.org/10.1080/10412905.1999.9712022,LOCATION,FN,Italy,56,61,om Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimicrobial ,
https://doi.org/10.1080/10412905.1999.9712022,LOCATION,FN,Liguria,47,54,al Oil from Crithmum maritimum Grown in Liguria (Italy): Seasonal Variation and Antimic,
https://doi.org/10.1080/10412905.1999.9712022,LOCATION,FN,Liguria,253,260, parts of Crithmum maritimum growing in Liguria (Italy) was evaluated. The main constit,
https://doi.org/10.1080/10412905.1999.9712022,LOCATION,FN,Italy,262,267, Crithmum maritimum growing in Liguria (Italy) was evaluated. The main constituent of,
https://doi.org/10.1303/aez.2008.599,SPECIES,FN,Schinus terebenthifolius,1125,1149,Citrus reticulata (LC50=19.47 μl/L) and Schinus terebenthifolius (LC50=20.50 μl/L). The most interesting,
https://doi.org/10.1303/aez.2008.599,LOCATION,FN,Egypt,250,255,sential oils of eight plants growing in Egypt were isolated by hydrodistillation. The,
https://doi.org/10.1303/aez.2008.599,LOCATION,FN,Egyptian,71,79,icidal potential of essential oils from Egyptian plants against Sitophilus oryzae (L.) (,
https://doi.org/10.1080/10412905.2009.9700189,LOCATION,FN,Chile,153,158,s of five aromatic Asteraceae native of Chile was examined using GC and GC/MS. In the,
https://doi.org/10.1080/10412905.2009.9700189,SPECIES,FN,Gnaphalium philippi,206,225,"mined using GC and GC/MS. In the oil of Gnaphalium philippi Cabrera, 25 compounds were identified, ",
https://doi.org/10.1080/10412905.2009.9700189,SPECIES,FN,G. philippi,1096,1107,"eri, and sesquiterpenes predominated in G. philippi, L. rivularis, and S. adenotrichius.",
https://doi.org/10.1080/10412905.2024.2330915,LOCATION,FN,India,248,253, from various geographical locations in India were evaluated. The variation in seed y,
https://doi.org/10.1080/10412905.2009.9700234,LOCATION,FN,Kumaun,213,219, collected from different localities of Kumaun and Garhwal revealed the dominant prese,
https://doi.org/10.1080/10412905.2009.9700234,LOCATION,FN,Garhwal,224,231,from different localities of Kumaun and Garhwal revealed the dominant presence of amorp,
https://doi.org/10.1080/10412905.2004.9698751,SPECIES,FP,S. aureus,1184,1193," activity was observed against E. coli, S. aureus and fungal organisms. Escherichia coli ",
https://doi.org/10.1080/10412905.2004.9698751,LOCATION,FN,Dalmatia,200,208,montana L. harvested in central part of Dalmatia (Croatia) at three ontogenical stages w,
https://doi.org/10.1080/10412905.2004.9698751,LOCATION,FN,Croatia,210,217, harvested in central part of Dalmatia (Croatia) at three ontogenical stages were evalu,
https://doi.org/10.1080/10412905.1999.9701074,EXTRACTION METHOD,FP,distilled,463,472,e and geranyl acetate was higher in the distilled oil than in the oil obtained by SFE. Th,
https://doi.org/10.1080/10412905.1999.9701074,EXTRACTION METHOD,FP,distilled,558,567,o of linalyl acetate to linalool in the distilled oil and in the SFE extract was 0.7 and ,
https://doi.org/10.1080/10412905.2007.9699952,LOCATION,FN,Iran,102,106,. argyrophyllum (K. Koch.) Podlech from Iran. Essential oils isolated by hydrodistil,
https://doi.org/10.1080/10412905.2006.9699176,LOCATION,FN,Western Australian,41,59,n Investigation of the Leaf Oils of the Western Australian Broombush Complex ( Melaleuca uncinata ,
https://doi.org/10.1080/10412905.2006.9699176,LOCATION,FN,Western Australian,157,175,ceae). The leaf oils of the 11 recorded Western Australian species of the broombush complex of the,
https://doi.org/10.1080/10412905.2018.1427637,LOCATION,FN,northeast of Iran,79,96,pos var. turcomanica essential oil from northeast of Iran. The composition of hydro-distilled ess,
https://doi.org/10.1080/10412905.2018.1427637,LOCATION,FN,northeast of Iran,236,253,"carpos var. turcomanica, collected from northeast of Iran, were investigated by GC and GC–MS anal",
https://doi.org/10.1080/10412905.2022.2075478,DISEASE,FN,yellow fever,274,286,"ssion of a variety of diseases, such as yellow fever, dengue fever, malaria, Zika and Chikun",
https://doi.org/10.1080/10412905.2022.2075478,DISEASE,FN,dengue fever,288,300,"iety of diseases, such as yellow fever, dengue fever, malaria, Zika and Chikungunya disease.",
https://doi.org/10.1080/10412905.2022.2075478,DISEASE,FN,malaria,302,309,"es, such as yellow fever, dengue fever, malaria, Zika and Chikungunya disease. The redu",
https://doi.org/10.1080/10412905.2022.2075478,DISEASE,FN,Zika,311,315,"as yellow fever, dengue fever, malaria, Zika and Chikungunya disease. The reduction ",
https://doi.org/10.1080/10412905.2022.2075478,DISEASE,FN,Chikungunya disease,320,339," fever, dengue fever, malaria, Zika and Chikungunya disease. The reduction of chemicals available f",
https://doi.org/10.1080/10412905.2022.2075478,LOCATION,FN,Paranaense forest (Argentine),100,129,es essential oils from the south of the Paranaense forest (Argentine) against Aedes aegypti (Diptera: Culicid,
https://doi.org/10.1080/10412905.2016.1185471,LOCATION,FN,Patagonia region,74,90,alized Lamiaceae species growing in the Patagonia region (Argentina). This is the first comprehe,
https://doi.org/10.1080/10412905.2016.1185471,LOCATION,FN,Argentina,92,101,pecies growing in the Patagonia region (Argentina). This is the first comprehensive study,
